ConceptID,ConceptLabel,Dependencies,TaxonomyID
133,Sunk Cost Fallacy,132,BIAS
134,Confirmation Bias,132,BIAS
135,Anchoring Bias,132,BIAS
136,Bandwagon Effect,132,BIAS
137,Dunning-Kruger in QC,132,BIAS
138,Optimism Bias,132,BIAS
139,Authority Bias,132,BIAS
140,FOMO in QC Investment,132,BIAS
141,Survivorship Bias,132,BIAS
142,Narrative Fallacy,132,BIAS
143,Groupthink,132,BIAS
144,Motivated Reasoning,132,BIAS
145,Information Asymmetry,132,BIAS
146,Bias in Tech Forecasting,132|113,BIAS
147,How Biases Compound,133|134|135|136|138|140,BIAS
148,Systems Thinking,,SYST
149,Causal Loop Diagrams,148,SYST
150,Reinforcing Feedback Loop,149,SYST
151,Balancing Feedback Loop,149,SYST
152,Hype Reinforcement Loop,150|62|87,SYST
153,Sunk Cost Escalation Loop,150|82|133,SYST
154,Career Incentive Loop,150|175,SYST
155,Geopolitical Arms Race Loop,150|87,SYST
156,Missing Balancing Loop,151|152,SYST
157,Leverage Points,149|156,SYST
158,Self-Sustaining Hype Cycle,152|153|154|155,SYST
159,Breaking the Hype Loop,157|158,SYST
160,Gil Kalai's Math Arguments,13,SKEP
161,Dyakonov's Physics Arguments,16,SKEP
162,Controlling 2^1000 Parameters,161,SKEP
163,Levin's Complexity Doubts,39,SKEP
164,Laughlin on Coherence Limits,10,SKEP
165,Goldreich's CS Perspective,39,SKEP
166,Skeptics Have No Funding Bias,145,SKEP
167,Proponents Have Funding Bias,145,SKEP
168,Why Skeptics Are Ignored,166|167|139,SKEP
169,Ethics of QC Education,171|172,ETHI
170,PhD Career Risk in QC,172,ETHI
171,QC Job Market Reality,91|84,ETHI
172,Almost All Jobs Are R&D,171,ETHI
173,What If the Field Contracts?,172|104,ETHI
174,Transferable Skills Debate,170,ETHI
175,Professor Grant Conflicts,87|144,ETHI
176,String Theory Career Warning,170,ETHI
177,Cold Fusion Career Warning,170,ETHI
178,Student Advising Ethics,169|170,ETHI
179,Informed Consent for Careers,178,ETHI
180,Ethical Investment Duty,76|145,ETHI
181,Fiduciary Responsibility,76|80,ETHI
182,FOMO Drives Bad QC Decisions,140|180,ETHI
183,Quantum Sensing,,ALT
184,Atomic Clocks,183,ALT
185,Quantum Magnetometers,183,ALT
186,Quantum Gravimeters,183,ALT
187,Sensors Already Make Money,184|185|186,ALT
188,Sensing Needs Few Qubits,183|15,ALT
189,Quantum Key Distribution,68|183,ALT
190,Risk-Adjusted QS Returns,78|187|188,ALT
191,Classical AI Hardware,1,ALT
192,Alternative Tech Investments,190|191,ALT
193,Portfolio Diversification,78|192,ALT
194,Successful Physics Bets,,PARA
195,Transistor Investment Payoff,194,PARA
196,Laser Investment Payoff,194,PARA
197,Fiber Optics Payoff,194,PARA
198,GPS Atomic Clock Payoff,194|184,PARA
199,MRI Investment Payoff,194,PARA
200,Failed Physics Bets,194,PARA
201,Cold Fusion Losses,200,PARA
202,Theranos Lessons,200|145,PARA
203,Concorde Economics Failure,200|81,PARA
204,Charismatic Founder Risk,202|145,PARA
205,When Scientists Mislead,145|204,PARA
206,The 10 Required Breakthroughs,24|32|38,BREAK
207,Error Rates Must Drop 100x,12|206,BREAK
208,Need 1000x More Qubits,15|206,BREAK
209,Coherence Must Improve 100x,10|206,BREAK
210,Connectivity Must Improve,25|206,BREAK
211,Cryogenics Must Scale,20|206,BREAK
212,New Algorithms Needed,39|206,BREAK
213,Cost Must Drop Dramatically,23|206,BREAK
214,All Must Happen Together,207|208|209|210|211|212|213,BREAK
215,Joint Probability Problem,80|214,BREAK
216,Independent vs Coupled Risks,215,BREAK
217,Each Breakthrough Is Uncertain,80|216,BREAK
218,Critical Thinking Skills,,CRIT
219,Hype Detection Checklist,218|63|64,CRIT
220,Red Flags in Tech Claims,218|65,CRIT
221,How to Read a Press Release,220|62,CRIT
222,Science Journalism Problems,62|221,CRIT
223,Base Rate Reasoning,114|218,CRIT
224,Extraordinary Claims Rule,218|223,CRIT
225,Technology Due Diligence,107|218,CRIT
226,Risk Assessment Framework,79|218,CRIT
227,Bayesian Reasoning Basics,80|218,CRIT
228,Applying Skepticism Broadly,219|220|223|224,CRIT
229,Fusion Hype Comparison,66|228,CRIT
230,AGI Hype Comparison,228,CRIT
231,Autonomous Vehicle Comparison,228,CRIT
232,Writing an Executive Brief,75|131|217|226,APPLY
233,Conducting Red Team Analysis,206|217|220,APPLY
234,Building a Claims Tracker,55|219,APPLY
235,Evaluating a Pitch Deck,147|220|226,APPLY
236,Writing a Critical Review,222|224|226,APPLY
237,Portfolio Allocation Analysis,193|217,APPLY
238,National QC Strategy Critique,87|190|217|237,APPLY
239,Board-Level QC Questions,104|181|235,APPLY
240,Skeptical Inquiry Method,147|159|228,APPLY
241,Making Better Tech Bets,192|217|240,APPLY
